# text = increase and decrease in volume or pitch, as if in waves; 
# id = 00581355-v-1
# type = def
1	increase	wf	VB	increase%1|increase%2	increase%2:30:02::	man	0:8
16	England	wf	NNP	England%1	england%1:15:00::	auto	72:79
17	_	aux	_	_	_	ignore	_
18	(	wf	punc	_	_	ignore	80:81
19	_	mwf	_	_	_	_	_
20	1823	wf	CD	1823	_	ignore	81:85
21	1883	wf	CD	1883	_	ignore	86:90
22	_	mwf	_	_	_	_	_
23	)	wf	punc	_	_	ignore	90:91
24	_	aux	_	_	_	_	_

# text = United States economist and psychologist who pioneered in the development of cognitive science (1916-2001)
# id = 11300893-n-1
# type = def
1	_	glob|b	_	United_States%1	_	un	_
2	United	cf|b	NNP	United	_	un	0:6
3	States	cf|b	NNP	State%1	_	un	7:13
4	economist	wf	NN	economist%1	economist%1:18:00::	auto	14:23
5	and	wf	CC	and	_	ignore	24:27
6	psychologist	wf	NN	psychologist%1	psychologist%1:18:00::	auto	28:40
7	who	wf	WP	who	_	ignore	41:44
8	pioneered	wf	VB	pioneer%2	pioneer%2:36:01::	man	45:54
9	in	wf	IN	in	_	ignore	55:57
10	the	wf	DT	the	_	ignore	58:61
11	development	wf	NN	development%1	_	un	62:73
12	of	wf	IN	of	_	ignore	74:76
13	_	glob|a	_	cognitive_science%1	cognitive_science%1:09:00::	auto	_
14	cognitive	cf|a	JJ	cognitive%3	_	un	77:86
15	science	cf|a	NN	science%1	_	un	87:94
16	_	aux	_	_	_	ignore	_
17	(	wf	punc	_	_	ignore	95:96
18	_	mwf	_	_	_	_	_
19	1916	wf	CD	1916	_	ignore	96:100
20	2001	wf	CD	2001	_	ignore	101:105
21	_	mwf	_	_	_	_	_
22	)	wf	punc	_	_	ignore	105:106
23	_	aux	_	_	_	_	_

# text = United States singer and songwriter (born in 1942)
# id = 11301279-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	singer	wf	NN	singer%1	singer%1:18:00::	auto	14:20
5	and	wf	CC	and	_	ignore	21:24
6	songwriter	wf	NN	songwriter%1	songwriter%1:18:00::	auto	25:35
7	_	aux	_	_	_	ignore	_
8	(	wf	punc	_	_	ignore	36:37
9	_	mwf	_	_	_	_	_
10	born	wf	VBN	bear%2|born%3	_	un	37:41
11	in	wf	IN	in	_	ignore	42:44
12	1942	wf	CD	1942	_	ignore	45:49
13	_	mwf	_	_	_	_	_
14	)	wf	punc	_	_	ignore	49:50
15	_	aux	_	_	_	_	_

# text = United States singer and film actor (1915-1998)
# id = 11302062-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	singer	wf	NN	singer%1	singer%1:18:00::	auto	14:20
5	and	wf	CC	and	_	ignore	21:24
6	film	wf	NN	film%1|film%2	film%1:10:01::	man	25:29
7	actor	wf	NN	actor%1	actor%1:18:00::	man	30:35
8	_	aux	_	_	_	ignore	_
9	(	wf	punc	_	_	ignore	36:37
10	_	mwf	_	_	_	_	_
11	1915	wf	CD	1915	_	ignore	37:41
12	1998	wf	CD	1998	_	ignore	42:46
13	_	mwf	_	_	_	_	_
14	)	wf	punc	_	_	ignore	46:47
15	_	aux	_	_	_	_	_

# text = French writer (born in Belgium) best known for his detective novels featuring Inspector Maigret (1903-1989)
# id = 11300678-n-1
# type = def
1	French	wf	NNP	French%1|French%2|French%3	french%3:01:00::	man	0:6
2	writer	wf	NN	writer%1	writer%1:18:00::	man	7:13
3	(	wf	punc	_	_	ignore	14:15
4	born	wf	VBN	bear%2|born%3	bear%2:29:01::	man	15:19
5	in	wf	IN	in	_	ignore	20:22
6	Belgium	wf	NNP	Belgium%1	belgium%1:15:00::	auto	23:30
7	)	wf	punc	_	_	ignore	30:31
8	_	glob|c	_	best-known%3	best-known%5:00:00:known:00	man	_
9	best	cf|c	NN	best%1|best%2|best%3|good%3|well%3|best%4|well%4	_	un	32:36
10	known	cf|c	VBN	know%2|known%3	_	un	37:42
11	for	wf	IN	for	_	ignore	43:46
12	his	wf	PRP$	his	_	ignore	47:50
13	_	glob|b	_	detective_novel%1	detective_novel%1:10:00::	auto	_
14	detective	cf|b	NN	detective%1	_	un	51:60
15	novels	cf|b	NNS	novel%1	_	un	61:67
16	featuring	wf	VBG	feature%2	feature%2:42:00::	man	68:77
17	_	glob|a	_	Inspector_Maigret%1	inspector_maigret%1:18:00::	auto	_
18	Inspector	cf|a	NNP	Inspector	_	un	78:87
19	Maigret	cf|a	NNP	Maigret	_	un	88:95
20	_	aux	_	_	_	ignore	_
21	(	wf	punc	_	_	ignore	96:97
22	_	mwf	_	_	_	_	_
23	1903	wf	CD	1903	_	ignore	97:101
24	1989	wf	CD	1989	_	ignore	102:106
25	_	mwf	_	_	_	_	_
26	)	wf	punc	_	_	ignore	106:107
27	_	aux	_	_	_	_	_

# text = English electrical engineer who founded a company that introduced many innovative products (born in 1940)
# id = 11302224-n-1
# type = def
1	English	wf	JJ	English%1|English%3	english%3:01:00::	man	0:7
2	_	glob|a	_	electrical_engineer%1	electrical_engineer%1:18:00::	auto	_
3	electrical	cf|a	JJ	electrical%3	_	un	8:18
4	engineer	cf|a	NN	engineer%1|engineer%2	_	un	19:27
5	who	wf	WP	who	_	ignore	28:31
6	founded	wf	VBN	found%2	found%2:41:00::	man	32:39
7	a	wf	DT	a	_	ignore	40:41
8	company	wf	NN	company%1|company%2	company%1:14:01::	man	42:49
9	that	wf	WDT	that	_	ignore	50:54
10	introduced	wf	VBN	introduce%2	introduce%2:36:00::	man	55:65
11	many	wf	DT	many	_	ignore	66:70
12	innovative	wf	JJ	innovative%3	_	un	71:81
13	products	wf	NNS	product%1	product%1:06:00::	man	82:90
14	_	aux	_	_	_	ignore	_
15	(	wf	punc	_	_	ignore	91:92
16	_	mwf	_	_	_	_	_
17	born	wf	VBN	bear%2|born%3	_	un	92:96
18	in	wf	IN	in	_	ignore	97:99
19	1940	wf	CD	1940	_	ignore	100:104
20	_	mwf	_	_	_	_	_
21	)	wf	punc	_	_	ignore	104:105
22	_	aux	_	_	_	_	_

# text = Scottish obstetrician and surgeon who pioneered in the use of ether and discovered the anesthetic effects of chloroform (1811-1870)
# id = 11301597-n-1
# type = def
1	Scottish	wf	JJ	Scottish%1|Scottish%3	scottish%3:01:00::	man	0:8
2	obstetrician	wf	NN	obstetrician%1	obstetrician%1:18:00::	auto	9:21
3	and	wf	CC	and	_	ignore	22:25
4	surgeon	wf	NN	surgeon%1	surgeon%1:18:00::	auto	26:33
5	who	wf	WP	who	_	ignore	34:37
6	pioneered	wf	VB	pioneer%2	pioneer%2:36:01::	man	38:47
7	in	wf	IN	in	_	ignore	48:50
8	the	wf	DT	the	_	ignore	51:54
9	use	wf	NN	use%1|use%2	_	un	55:58
10	of	wf	IN	of	_	ignore	59:61
11	ether	wf	NN	ether%1	ether%1:06:00::	man	62:67
12	and	wf	CC	and	_	ignore	68:71
13	discovered	wf	VBN	discover%2|discovered%3	_	un	72:82
14	the	wf	DT	the	_	ignore	83:86
15	anesthetic	wf	JJ	anesthetic%1|anesthetic%3	_	un	87:97
16	effects	wf	NNS	effect%1|effects%1|effect%2	_	un	98:105
17	of	wf	IN	of	_	ignore	106:108
18	chloroform	wf	NN	chloroform%1|chloroform%2	chloroform%1:06:00::	man	109:119
19	_	aux	_	_	_	ignore	_
20	(	wf	punc	_	_	ignore	120:121
21	_	mwf	_	_	_	_	_
22	1811	wf	CD	1811	_	ignore	121:125
23	1870	wf	CD	1870	_	ignore	126:130
24	_	mwf	_	_	_	_	_
25	)	wf	punc	_	_	ignore	130:131
26	_	aux	_	_	_	_	_

# text = United States divorcee whose marriage to Edward VIII created a constitutional crisis leading to his abdication
# id = 11301809-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	divorcee	wf	NN	divorcee%1	divorcee%1:18:00::	auto	14:22
5	whose	wf	WP$	whose	_	ignore	23:28
6	marriage	wf	NN	marriage%1	marriage%1:04:00::	man	29:37
7	to	wf	TO	to	_	ignore	38:40
8	_	glob|b	_	Edward_VIII%1	edward_viii%1:18:00::	man	_
9	Edward	cf|b	NNP	Edward%1	_	un	41:47
10	VIII	cf|b	NNP	VIII%1	_	un	48:52
11	created	wf	VBN	create%2	create%2:36:02::	man	53:60
12	a	wf	DT	a	_	ignore	61:62
13	constitutional	wf	JJ	constitutional%1|constitutional%3	_	un	63:77
14	crisis	wf	NN	crisis%1	crisis%1:26:00::	man	78:84
15	leading	wf	VBG	leading%1|lead%2|leading%3	_	un	85:92
16	to	wf	TO	to	_	ignore	93:95
17	his	wf	PRP$	his	_	ignore	96:99
18	abdication	wf	NN	abdication%1	abdication%1:10:00::|abdication%1:10:01::	man	100:110

# text = English philologist (1835-1912)
# id = 11304354-n-1
# type = def
1	English	wf	JJ	English%1|English%3	english%3:01:00::	man	0:7
2	philologist	wf	NN	philologist%1	philologist%1:18:00::	auto	8:19
3	_	aux	_	_	_	ignore	_
4	(	wf	punc	_	_	ignore	20:21
5	_	mwf	_	_	_	_	_
6	1835	wf	CD	1835	_	ignore	21:25
7	1912	wf	CD	1912	_	ignore	26:30
8	_	mwf	_	_	_	_	_
9	)	wf	punc	_	_	ignore	30:31
10	_	aux	_	_	_	_	_

# text = United States writer whose novels argued for social reform (1878-1968)
# id = 11302449-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	writer	wf	NN	writer%1	writer%1:18:00::	man	14:20
5	whose	wf	WP$	whose	_	ignore	21:26
6	novels	wf	NNS	novel%1	novel%1:10:00::	man	27:33
7	argued	wf	VB	argue%2	argue%2:32:02::	man	34:40
8	for	wf	IN	for	_	ignore	41:44
9	social	wf	JJ	social%1|social%3	social%3:01:00::	man	45:51
10	reform	wf	NN	reform%1|reform%2	reform%1:04:00::	man	52:58
11	_	aux	_	_	_	ignore	_
12	(	wf	punc	_	_	ignore	59:60
13	_	mwf	_	_	_	_	_
14	1878	wf	CD	1878	_	ignore	60:64
15	1968	wf	CD	1968	_	ignore	65:69
16	_	mwf	_	_	_	_	_
17	)	wf	punc	_	_	ignore	69:70
18	_	aux	_	_	_	_	_

# text = English poet (1887-1964)
# id = 11304011-n-1
# type = def
1	English	wf	JJ	English%1|English%3	english%3:01:00::	man	0:7
2	poet	wf	NN	poet%1	poet%1:18:00::	auto	8:12
3	_	aux	_	_	_	ignore	_
4	(	wf	punc	_	_	ignore	13:14
5	_	mwf	_	_	_	_	_
6	1887	wf	CD	1887	_	ignore	14:18
7	1964	wf	CD	1964	_	ignore	19:23
8	_	mwf	_	_	_	_	_
9	)	wf	punc	_	_	ignore	23:24
10	_	aux	_	_	_	_	_

# text = United States writer (born in Poland) of Yiddish stories and novels (1904-1991)
# id = 11302615-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	writer	wf	NN	writer%1	writer%1:18:00::	man	14:20
5	(	wf	punc	_	_	ignore	21:22
6	born	wf	VBN	bear%2|born%3	bear%2:29:01::	man	22:26
7	in	wf	IN	in	_	ignore	27:29
8	Poland	wf	NNP	Poland%1	poland%1:15:00::	auto	30:36
9	)	wf	punc	_	_	ignore	36:37
10	of	wf	IN	of	_	ignore	38:40
11	Yiddish	wf	NNP	Yiddish%1	yiddish%1:10:00::	auto	41:48
12	stories	wf	NNS	storey%1|story%1	story%1:10:00::	man	49:56
13	and	wf	CC	and	_	ignore	57:60
14	novels	wf	NNS	novel%1	novel%1:10:00::	man	61:67
15	_	aux	_	_	_	ignore	_
16	(	wf	punc	_	_	ignore	68:69
17	_	mwf	_	_	_	_	_
18	1904	wf	CD	1904	_	ignore	69:73
19	1991	wf	CD	1991	_	ignore	74:78
20	_	mwf	_	_	_	_	_
21	)	wf	punc	_	_	ignore	78:79
22	_	aux	_	_	_	_	_

# text = Mexican painter of murals depicting protest and revolution (1896-1974)
# id = 11302962-n-1
# type = def
1	Mexican	wf	JJ	Mexican%1|Mexican%3	mexican%3:01:00::	man	0:7
2	painter	wf	NN	painter%1	painter%1:18:00::	man	8:15
3	of	wf	IN	of	_	ignore	16:18
4	murals	wf	NNS	mural%1	mural%1:06:00::	man	19:25
5	depicting	wf	NN	depicting%1|depict%2	depict%2:36:00::	man	26:35
6	protest	wf	NN	protest%1|protest%2	protest%1:04:00::	man	36:43
7	and	wf	CC	and	_	ignore	44:47
8	revolution	wf	NN	revolution%1	_	un	48:58
9	_	aux	_	_	_	ignore	_
10	(	wf	punc	_	_	ignore	59:60
11	_	mwf	_	_	_	_	_
12	1896	wf	CD	1896	_	ignore	60:64
13	1974	wf	CD	1974	_	ignore	65:69
14	_	mwf	_	_	_	_	_
15	)	wf	punc	_	_	ignore	69:70
16	_	aux	_	_	_	_	_

# text = United States actor (1858-1942)
# id = 11304811-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	actor	wf	NN	actor%1	actor%1:18:00::	man	14:19
5	_	aux	_	_	_	ignore	_
6	(	wf	punc	_	_	ignore	20:21
7	_	mwf	_	_	_	_	_
8	1858	wf	CD	1858	_	ignore	21:25
9	1942	wf	CD	1942	_	ignore	26:30
10	_	mwf	_	_	_	_	_
11	)	wf	punc	_	_	ignore	30:31
12	_	aux	_	_	_	_	_

# text = United States inventor of an improved chain-stitch sewing machine (1811-1875)
# id = 11302772-n-1
# type = def
1	_	glob|b	_	United_States%1	_	un	_
2	United	cf|b	NNP	United	_	un	0:6
3	States	cf|b	NNP	State%1	_	un	7:13
4	inventor	wf	NN	inventor%1	inventor%1:18:00::	auto	14:22
5	of	wf	IN	of	_	ignore	23:25
6	an	wf	DT	an	_	ignore	26:28
7	improved	wf	JJ	improve%2|improved%3	improved%5:00:00:better:00	man	29:37
8	chain	wf	NN	chain%1|chain%2	_	un	38:43
9	stitch	wf	NN	stitch%1|stitch%2	_	un	44:50
10	_	glob|a	_	sewing_machine%1	sewing_machine%1:06:00::	auto	_
11	sewing	cf|a	NN	sewing%1|sew%2	_	un	51:57
12	machine	cf|a	NN	machine%1|machine%2	_	un	58:65
13	_	aux	_	_	_	ignore	_
14	(	wf	punc	_	_	ignore	66:67
15	_	mwf	_	_	_	_	_
16	1811	wf	CD	1811	_	ignore	67:71
17	1875	wf	CD	1875	_	ignore	72:76
18	_	mwf	_	_	_	_	_
19	)	wf	punc	_	_	ignore	76:77
20	_	aux	_	_	_	_	_

# text = Dutch astronomer who calculated the size of the universe and suggested that it is expanding (1872-1934)
# id = 11303522-n-1
# type = def
1	Dutch	wf	JJ	Dutch%1|Dutch%3	dutch%3:01:00::	man	0:5
2	astronomer	wf	NN	astronomer%1	astronomer%1:18:00::	auto	6:16
3	who	wf	WP	who	_	ignore	17:20
4	calculated	wf	VBN	calculate%2|calculated%3	calculate%2:31:00::	man	21:31
5	the	wf	DT	the	_	ignore	32:35
6	size	wf	NN	size%1|size%2|size%3	size%1:07:02::	man	36:40
7	of	wf	IN	of	_	ignore	41:43
8	the	wf	DT	the	_	ignore	44:47
9	universe	wf	NN	universe%1	universe%1:17:00::	man	48:56
10	and	wf	CC	and	_	ignore	57:60
11	suggested	wf	VBN	suggest%2	_	un	61:70
12	that	wf	IN	that	_	ignore	71:75
13	it	wf	PRP	it	_	ignore	76:78
14	is	wf	VBZ	i%1|be%2	_	un	79:81
15	expanding	wf	VBG	expand%2	_	un	82:91
16	_	aux	_	_	_	ignore	_
17	(	wf	punc	_	_	ignore	92:93
18	_	mwf	_	_	_	_	_
19	1872	wf	CD	1872	_	ignore	93:97
20	1934	wf	CD	1934	_	ignore	98:102
21	_	mwf	_	_	_	_	_
22	)	wf	punc	_	_	ignore	102:103
23	_	aux	_	_	_	_	_

# text = Czech composer (1824-1884)
# id = 11305159-n-1
# type = def
1	Czech	wf	NNP	Czech%1|Czech%3	czech%3:01:00::	man	0:5
2	composer	wf	NN	composer%1	composer%1:18:00::	auto	6:14
3	_	aux	_	_	_	ignore	_
4	(	wf	punc	_	_	ignore	15:16
5	_	mwf	_	_	_	_	_
6	1824	wf	CD	1824	_	ignore	16:20
7	1884	wf	CD	1884	_	ignore	21:25
8	_	mwf	_	_	_	_	_
9	)	wf	punc	_	_	ignore	25:26
10	_	aux	_	_	_	_	_

# text = United States actress noted for her one-woman shows (1901-1979)
# id = 11304669-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	actress	wf	NN	actress%1	actress%1:18:00::	auto	14:21
5	noted	wf	VBN	note%2|noted%3	note%2:32:00::	man	22:27
6	for	wf	IN	for	_	ignore	28:31
7	her	wf	PRP$	her	_	ignore	32:35
8	one-woman	wf	JJ	one-woman%3	one-woman%5:00:00:single:05	auto	36:45
9	shows	wf	NNS	show%1|show%2	show%1:10:00::	man	46:51
10	_	aux	_	_	_	ignore	_
11	(	wf	punc	_	_	ignore	52:53
12	_	mwf	_	_	_	_	_
13	1901	wf	CD	1901	_	ignore	53:57
14	1979	wf	CD	1979	_	ignore	58:62
15	_	mwf	_	_	_	_	_
16	)	wf	punc	_	_	ignore	62:63
17	_	aux	_	_	_	_	_

# text = United States general who was commander of all Union troops in the West; he captured Atlanta and led a destructive march to the sea that cut the Confederacy in two (1820-1891)
# id = 11297983-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	general	wf	NN	general%1|general%2|general%3	general%1:18:00::	man	14:21
5	who	wf	WP	who	_	ignore	22:25
6	was	wf	VBZ	be%2	_	un	26:29
7	commander	wf	NN	commander%1	commander%1:18:00::	man	30:39
8	of	wf	IN	of	_	ignore	40:42
9	all	wf	DT	all%3|all%4	_	un	43:46
10	Union	wf	JJ	Union%1|Union%3	_	un	47:52
11	troops	wf	NNS	troop%1|troops%1|troop%2	troops%1:14:00::	man	53:59
12	in	wf	IN	in	_	ignore	60:62
13	the	wf	DT	the	_	ignore	63:66
14	West	wf	NNP	West%1	west%1:15:01::	man	67:71
15	;	wf	punc	_	_	ignore	71:72
16	he	wf	PRP	he	_	ignore	73:75
17	captured	wf	VBN	capture%2	capture%2:40:00::	man	76:84
18	Atlanta	wf	NNP	Atlanta%1	atlanta%1:15:00::	man	85:92
19	and	wf	CC	and	_	ignore	93:96
20	led	wf	VBD	lead%2	_	un	97:100
21	a	wf	DT	a	_	ignore	101:102
22	destructive	wf	JJ	destructive%3	destructive%3:00:00::	auto	103:114
23	march	wf	NN	march%1|march%2	march%1:04:02::	man	115:120
24	to	wf	TO	to	_	ignore	121:123
25	the	wf	DT	the	_	ignore	124:127
26	sea	wf	NN	sea%1	sea%1:17:00::	man	128:131
27	that	wf	WDT	that	_	ignore	132:136
28	cut	wf	VBD	cut%1|cut%2|cut%3	cut%2:35:00::	man	137:140
29	the	wf	DT	the	_	ignore	141:144
30	Confederacy	wf	NNP	Confederacy%1	confederacy%1:15:00::	man	145:156
31	in	wf	IN	in	_	ignore	157:159
32	two	wf	CD	two	_	ignore	160:163
33	_	aux	_	_	_	ignore	_
34	(	wf	punc	_	_	ignore	164:165
35	_	mwf	_	_	_	_	_
36	1820	wf	CD	1820	_	ignore	165:169
37	1891	wf	CD	1891	_	ignore	170:174
38	_	mwf	_	_	_	_	_
39	)	wf	punc	_	_	ignore	174:175
40	_	aux	_	_	_	_	_

# text = United States industrialist (born in Russia) who designed the first four-engine airplane and the first mass-produced helicopter (1889-1972)
# id = 11300089-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	industrialist	wf	NN	industrialist%1	industrialist%1:18:00::	auto	14:27
5	(	wf	punc	_	_	ignore	28:29
6	born	wf	VBN	bear%2|born%3	bear%2:29:01::	man	29:33
7	in	wf	IN	in	_	ignore	34:36
8	Russia	wf	NNP	Russia%1	_	un	37:43
9	)	wf	punc	_	_	ignore	43:44
10	who	wf	WP	who	_	ignore	45:48
11	designed	wf	VBN	design%2|designed%3	design%2:36:00::	man	49:57
12	the	wf	DT	the	_	ignore	58:61
13	first	wf	JJ	first%1|first%3|first%4	_	un	62:67
14	four	wf	CD	four	_	ignore	68:72
15	engine	wf	NN	engine%1	engine%1:06:00::	man	73:79
16	airplane	wf	NN	airplane%1	airplane%1:06:00::	auto	80:88
17	and	wf	CC	and	_	ignore	89:92
18	the	wf	DT	the	_	ignore	93:96
19	first	wf	JJ	first%1|first%3|first%4	_	un	97:102
20	mass-produced	wf	JJ	mass-produce%2|mass-produced%3	mass-produced%5:00:00:factory-made:00	man	103:116
21	helicopter	wf	NN	helicopter%1	helicopter%1:06:00::	auto	117:127
22	_	aux	_	_	_	ignore	_
23	(	wf	punc	_	_	ignore	128:129
24	_	mwf	_	_	_	_	_
25	1889	wf	CD	1889	_	ignore	129:133
26	1972	wf	CD	1972	_	ignore	134:138
27	_	mwf	_	_	_	_	_
28	)	wf	punc	_	_	ignore	138:139
29	_	aux	_	_	_	_	_

# text = Italian pope from 1471 to 1484 who consented to the establishment of the Spanish Inquisition and built the Sistine Chapel (1414-1484)
# id = 11304139-n-1
# type = def
1	Italian	wf	JJ	Italian%1|Italian%3	_	un	0:7
2	pope	wf	NN	pope%1	pope%1:18:00::	auto	8:12
3	from	wf	IN	from	_	ignore	13:17
4	_	mwf	_	_	_	_	_
5	1471	wf	CD	1471	_	ignore	18:22
6	to	wf	TO	to	_	ignore	23:25
7	1484	wf	CD	1484	_	ignore	26:30
8	_	mwf	_	_	_	_	_
9	who	wf	WP	who	_	ignore	31:34
10	consented	wf	VB	consent%2	consent%2:32:00::	man	35:44
11	to	wf	TO	to	_	ignore	45:47
12	the	wf	DT	the	_	ignore	48:51
13	establishment	wf	NN	establishment%1	establishment%1:04:00::	man	52:65
14	of	wf	IN	of	_	ignore	66:68
15	the	wf	DT	the	_	ignore	69:72
16	_	glob|a	_	Spanish_Inquisition%1	spanish_inquisition%1:14:00::	auto	_
17	Spanish	cf|a	NNP	Spanish%1|Spanish%3	_	un	73:80
18	Inquisition	cf|a	NNP	Inquisition%1	_	un	81:92
19	and	wf	CC	and	_	ignore	93:96
20	built	wf	VBD	build%2|built%3	build%2:36:00::	man	97:102
21	the	wf	DT	the	_	ignore	103:106
22	_	glob|b	_	Sistine_Chapel%1	sistine_chapel%1:06:00::	auto	_
23	Sistine	cf|b	NNP	Sistine	_	un	107:114
24	Chapel	cf|b	NNP	Chapel	_	un	115:121
25	_	aux	_	_	_	ignore	_
26	(	wf	punc	_	_	ignore	122:123
27	_	mwf	_	_	_	_	_
28	1414	wf	CD	1414	_	ignore	123:127
29	1484	wf	CD	1484	_	ignore	128:132
30	_	mwf	_	_	_	_	_
31	)	wf	punc	_	_	ignore	132:133
32	_	aux	_	_	_	_	_

# text = United States psychologist and a leading proponent of behaviorism (1904-1990)
# id = 11304461-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	psychologist	wf	NN	psychologist%1	psychologist%1:18:00::	auto	14:26
5	and	wf	CC	and	_	ignore	27:30
6	a	wf	DT	a	_	ignore	31:32
7	leading	wf	JJ	leading%1|lead%2|leading%3	leading%5:00:00:superior:01	man	33:40
8	proponent	wf	NN	proponent%1	proponent%1:18:00::	auto	41:50
9	of	wf	IN	of	_	ignore	51:53
10	behaviorism	wf	NN	behaviorism%1	behaviorism%1:09:00::	auto	54:65
11	_	aux	_	_	_	ignore	_
12	(	wf	punc	_	_	ignore	66:67
13	_	mwf	_	_	_	_	_
14	1904	wf	CD	1904	_	ignore	67:71
15	1990	wf	CD	1990	_	ignore	72:76
16	_	mwf	_	_	_	_	_
17	)	wf	punc	_	_	ignore	76:77
18	_	aux	_	_	_	_	_

# text = Scottish economist who advocated private enterprise and free trade (1723-1790)
# id = 11305258-n-1
# type = def
1	Scottish	wf	JJ	Scottish%1|Scottish%3	scottish%3:01:00::	man	0:8
2	economist	wf	NN	economist%1	economist%1:18:00::	auto	9:18
3	who	wf	WP	who	_	ignore	19:22
4	advocated	wf	VBD	advocate%2	advocate%2:32:01::	man	23:32
5	_	glob|a	_	private_enterprise%1	private_enterprise%1:14:00::	auto	_
6	private	cf|a	JJ	private%1|private%3	_	un	33:40
7	enterprise	cf|a	NN	enterprise%1	_	un	41:51
8	and	wf	CC	and	_	ignore	52:55
9	_	glob|b	_	free_trade%1	free_trade%1:04:00::	auto	_
10	free	cf|b	JJ	free%1|free%2|free%3|free%4	_	un	56:60
11	trade	cf|b	NN	trade%1|trade%2	_	un	61:66
12	_	aux	_	_	_	ignore	_
13	(	wf	punc	_	_	ignore	67:68
14	_	mwf	_	_	_	_	_
15	1723	wf	CD	1723	_	ignore	68:72
16	1790	wf	CD	1790	_	ignore	73:77
17	_	mwf	_	_	_	_	_
18	)	wf	punc	_	_	ignore	77:78
19	_	aux	_	_	_	_	_

# text = United States blues singer (1894-1937)
# id = 11305745-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	blues	wf	NN	blue%1|blues%1|blue%2	blues%1:10:00::	man	14:19
5	singer	wf	NN	singer%1	singer%1:18:00::	auto	20:26
6	_	aux	_	_	_	ignore	_
7	(	wf	punc	_	_	ignore	27:28
8	_	mwf	_	_	_	_	_
9	1894	wf	CD	1894	_	ignore	28:32
10	1937	wf	CD	1937	_	ignore	33:37
11	_	mwf	_	_	_	_	_
12	)	wf	punc	_	_	ignore	37:38
13	_	aux	_	_	_	_	_

# text = United States sculptor (1906-1965)
# id = 11306175-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	sculptor	wf	NN	sculptor%1	sculptor%1:18:00::	auto	14:22
5	_	aux	_	_	_	ignore	_
6	(	wf	punc	_	_	ignore	23:24
7	_	mwf	_	_	_	_	_
8	1906	wf	CD	1906	_	ignore	24:28
9	1965	wf	CD	1965	_	ignore	29:33
10	_	mwf	_	_	_	_	_
11	)	wf	punc	_	_	ignore	33:34
12	_	aux	_	_	_	_	_

# text = American chemist who with Robert Curl and Harold Kroto discovered fullerenes and opened a new branch of chemistry (born in 1943)
# id = 11304912-n-1
# type = def
1	American	wf	JJ	American%1|American%3	american%3:01:01::	man	0:8
2	chemist	wf	NN	chemist%1	chemist%1:18:00::	man	9:16
3	who	wf	WP	who	_	ignore	17:20
4	with	wf	IN	with	_	ignore	21:25
5	_	glob|b	_	Robert_Curl%1	robert_curl%1:18:00::	auto	_
6	Robert	cf|b	NNP	Robert%1	_	un	26:32
7	Curl	cf|b	NNP	Curl%1	_	un	33:37
8	and	wf	CC	and	_	ignore	38:41
9	_	glob|a	_	Harold_Kroto%1	harold_kroto%1:18:00::	auto	_
10	Harold	cf|a	NNP	Harold	_	un	42:48
11	Kroto	cf|a	NNP	Kroto%1	_	un	49:54
12	discovered	wf	JJ	discover%2|discovered%3	_	un	55:65
13	fullerenes	wf	NN	fullerene%1	fullerene%1:27:00::	auto	66:76
14	and	wf	CC	and	_	ignore	77:80
